"mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","title"
"delta[1,5,1]",-0.000901430938953251,0.00890623345923163,1.10614819864433,-2.24742803116151,-0.380421854381871,-0.00869623906653505,0.367012064029537,2.2452938290327,15425.472740873,1.00020857015632,"delta[1,5,1]"
"delta[1,5,2]",0.81873731832377,0.00925055474839011,0.757229639270324,-0.510182538119631,0.280393771986501,0.779123144254034,1.29809238915215,2.39639448897792,6700.69196625693,1.00061409651183,"delta[1,5,2]"
"delta[1,5,3]",-0.0148112934231923,0.0133357453805951,1.70638196872502,-3.39452417765782,-0.845062547724026,-0.0218567286530793,0.830322406192811,3.40217475083562,16372.6099932662,1.00011385083418,"delta[1,5,3]"
"delta[1,6,1]",-0.00555409457560355,0.00866208893812721,1.0907741613941,-2.29692719054123,-0.377098812829073,-0.0010568643884696,0.37498019857745,2.2152684279389,15857.1234148304,0.999926634201087,"delta[1,6,1]"
"delta[1,6,2]",0.501726493465642,0.00673011588384565,0.712877566927483,-0.816424867349113,0.0194125971351648,0.451403216428494,0.937382761988158,1.99283723195789,11219.7921679672,1.0005310142085,"delta[1,6,2]"
"delta[1,6,3]",0.00731883987837189,0.0138405455885544,1.73086397454874,-3.49119501057008,-0.841657350890352,0.00573219593901611,0.861293450452904,3.42281553434279,15639.377305253,1.00005411235178,"delta[1,6,3]"
"delta[1,7,1]",-0.00189264679570914,0.0089294650395882,1.12902492151589,-2.24758298525819,-0.379940550007765,0.000935523035423901,0.382143281007073,2.26296595220216,15986.6024173382,1.00012061465018,"delta[1,7,1]"
"delta[1,7,2]",-0.566142808935159,0.00607018344103343,0.676348814422059,-1.87991106976158,-1.01426641235246,-0.566059737806019,-0.107188083413922,0.763582131599285,12414.7458952046,0.999987039933949,"delta[1,7,2]"
"delta[1,7,3]",0.00394454652998937,0.0142387241236732,1.71764655369196,-3.53591354397101,-0.839989321839332,0.0135424135338734,0.844389705201388,3.51635045963464,14552.0927286856,0.999942766993653,"delta[1,7,3]"
"delta[1,8,1]",-0.00441849582787524,0.00887345294923143,1.16264076466927,-2.26279594141212,-0.382467583171161,-0.00379679382243059,0.370913975366008,2.25274488139279,17167.4499802919,1.00007071915139,"delta[1,8,1]"
"delta[1,8,2]",0.554745650438833,0.00613610783862204,0.669567174188582,-0.695456138416224,0.089383749194995,0.521296701454521,0.989236237501977,1.92841281786802,11906.9996565735,1.00041749294794,"delta[1,8,2]"
"delta[1,8,3]",-0.00768175118937192,0.0143415963619692,1.66902509552353,-3.37095954301613,-0.845513126520674,-0.00353417071916376,0.834173724225056,3.47234815460628,13543.4947265864,1.00045175096174,"delta[1,8,3]"
"delta[1,9,1]",0.00327117937446224,0.0096013226772542,1.15042966762048,-2.19338058578479,-0.374388709283814,0.0053979854564804,0.394764770229693,2.23051929683378,14356.8120441927,1.00021688241807,"delta[1,9,1]"
"delta[1,9,2]",0.0121979884130815,0.0085894595416194,0.641055109969533,-1.25831199692836,-0.381360826660061,0.0135543930405801,0.391984220287151,1.3712610397469,5570.04951636455,1.00029320757273,"delta[1,9,2]"
"delta[1,9,3]",0.0041772463400002,0.0134051461060052,1.70811444113013,-3.43844062324029,-0.835618483095617,-0.00565479760554133,0.858280982060913,3.49082830319036,16236.4404929833,1.00009259587957,"delta[1,9,3]"
"delta[1,10,1]",-0.00498016747355995,0.0085453243634834,1.08866720806108,-2.20101303925246,-0.381008699532178,-0.00300440375358771,0.367762354283935,2.19951496213146,16230.5478241086,0.999902856493377,"delta[1,10,1]"
"delta[1,10,2]",-1.18856914728545,0.00684852403916553,0.670946917204849,-2.49402783462234,-1.63477724631604,-1.21252277815494,-0.758001784000969,0.0920246088699309,9598.03555744831,1.0001386563858,"delta[1,10,2]"
"delta[1,10,3]",1.10617827638496,0.00728328742462462,0.897859645442815,-0.46445536579223,0.545527590083375,1.04158468544949,1.58252482789141,3.13987527214683,15197.1449857574,1.00017881287659,"delta[1,10,3]"
"delta[1,11,1]",-0.0101799209959522,0.00911473311183413,1.08900355044313,-2.2541226646353,-0.396125709671263,-0.00355035312846646,0.371048749763604,2.24750926842899,14274.8212309521,1.00001009777026,"delta[1,11,1]"
"delta[1,11,2]",-0.589369663168117,0.00515400989397565,0.591648538658718,-1.76157615645799,-0.97176877909117,-0.594677909951851,-0.190949705224447,0.575951654895223,13177.6235428839,0.999904353549138,"delta[1,11,2]"
"delta[1,11,3]",0.0187419193579068,0.0138609014294934,1.73399328253152,-3.59974862019801,-0.83817010039721,0.0232073403381186,0.857806411623572,3.54076812038516,15649.9109682293,0.999938126933657,"delta[1,11,3]"
"delta[1,12,1]",-0.0210225781724248,0.00894668269112073,1.11707908463946,-2.23289173332652,-0.392203206817329,-0.00690830795818487,0.363682545553297,2.2013425805826,15589.9158742474,1.00017264093043,"delta[1,12,1]"
"delta[1,12,2]",0.303099874279703,0.0059512431363574,0.732269101269817,-1.09102204868641,-0.15567723405183,0.248972414973774,0.751694540744213,1.83156656215705,15140.0054315939,1.00000286671221,"delta[1,12,2]"
"delta[1,12,3]",0.0235219018430646,0.0142134932328849,1.71366930190751,-3.55089733025751,-0.815505495469803,0.0329457208558044,0.864190074181195,3.50627186078999,14536.2498769382,1.00032807297232,"delta[1,12,3]"
"delta[1,13,1]",0.270704133279441,0.00673242987230209,0.695408327534001,-1.01701560457433,-0.0718880677245859,0.18695848141435,0.602209413610618,1.82501444205513,10669.3041929298,0.99992238307325,"delta[1,13,1]"
"delta[1,13,2]",0.00261019684211714,0.00880768562636636,1.08060835991284,-2.25078085792272,-0.603502321217005,-0.0015712709604476,0.603008614000384,2.18841314986419,15052.6525162798,0.999966703432784,"delta[1,13,2]"
"delta[1,13,3]",-0.00617937724157982,0.0137255360546699,1.72991764959452,-3.55090609028487,-0.837615801477284,0.00290669108215342,0.822927250756403,3.52334256871029,15885.1832560448,1.00004256038112,"delta[1,13,3]"
"delta[1,14,1]",0.348531995786446,0.00618200289347891,0.6873769397663,-0.818749357126351,-0.0238466677005513,0.237355117568689,0.669478409481561,1.92439752806981,12363.2174683947,1.00007000905568,"delta[1,14,1]"
"delta[1,14,2]",0.422409717221232,0.00619714234343243,0.752262475799476,-0.908020736505864,-0.0659849384964667,0.351503441286344,0.859215914707746,2.09200330584538,14735.1938839166,0.999972013329503,"delta[1,14,2]"
"delta[1,14,3]",-0.320891953104116,0.00795581219608207,0.909788216127327,-2.31534415331852,-0.812571251964061,-0.2660486778469,0.21922376432928,1.38248766487088,13077.1037545692,1.00001961154165,"delta[1,14,3]"
"delta[1,15,1]",-0.225826068755121,0.00553407878746919,0.641374697819594,-1.61602268448488,-0.5190961807854,-0.156972681666391,0.087813032628888,0.976939834766286,13431.7614629972,0.999956259533942,"delta[1,15,1]"
"delta[1,15,2]",0.486034440947806,0.00531450106301712,0.640382974288637,-0.665354578093942,0.0423701516914731,0.437024293827513,0.880293714376865,1.8562810240488,14519.5968290047,0.999926430242237,"delta[1,15,2]"
"delta[1,15,3]",-0.771897826976046,0.00709199284653269,0.867994038804093,-2.61740708541464,-1.26241856864512,-0.732697321402131,-0.248877294918441,0.884725271634256,14979.4858598592,0.99998416554514,"delta[1,15,3]"
"delta[2,1,1]",0.704713775092411,0.0143743803830931,1.75081430956629,-2.85667093729817,-0.262954087052404,0.624881247192381,1.66495517291133,4.44201626843395,14835.4904564712,0.999986942262329,"delta[2,1,1]"
"delta[2,1,2]",-0.0110510391929392,0.00815607946473581,1.08675141289969,-2.3176638518839,-0.535537739284363,0.00162564648180183,0.514202167931283,2.2744755191552,17754.0537379744,1.00005515141035,"delta[2,1,2]"
"delta[2,1,3]",-0.00724859290298731,0.0148786346117521,1.97747194477684,-4.0363830366175,-0.85451057077426,0.00251906580406338,0.851563967671678,4.00300156475842,17664.2215981469,0.99989301436483,"delta[2,1,3]"
"delta[2,2,1]",-0.00344602175924269,0.0322248593120607,3.53789067322339,-7.13028316485256,-1.50125837236053,-0.0132585890005325,1.48046247795908,7.17676411467315,12053.3219448761,1.00019334144068,"delta[2,2,1]"
"delta[2,2,2]",0.205948800416735,0.00579101960224018,0.708603751215059,-1.15314837504976,-0.198381386700971,0.144910710042576,0.600624969320737,1.72893070745508,14972.5862718261,1.00010311460673,"delta[2,2,2]"
"delta[2,2,3]",-0.0222331372824583,0.0167568628223632,2.03342565804653,-4.14831520603915,-0.865222705776742,-0.00886457548651384,0.854290207557992,4.1362015055522,14725.5379642212,0.999891417151561,"delta[2,2,3]"
"delta[2,3,1]",0.0575040698228695,0.0263833030624696,3.49074543320084,-6.9604422465056,-1.47803492590893,0.0217663346026381,1.55470257866721,7.39144532852332,17505.6412744932,1.00005008119021,"delta[2,3,1]"
"delta[2,3,2]",0.0137430756030036,0.00900323375768947,1.10444582017081,-2.33096240511623,-0.519794044615138,0.00875328566984748,0.552786572337037,2.33062922298023,15048.4503403979,1.00008081750761,"delta[2,3,2]"
"delta[2,3,3]",1.2942665337439,0.015661680194535,1.83033947373743,-1.14827721852674,0.173950289355613,0.910251852881582,1.99582154810488,5.73698505574552,13657.98365746,1.00004678584252,"delta[2,3,3]"
"delta[2,4,1]",-0.00371930991270755,0.0264170267174054,3.50988254847469,-7.06708407843891,-1.53629093462834,0.00252908794817277,1.53113143111937,7.08008268608198,17652.9502346753,0.999991463344223,"delta[2,4,1]"
"delta[2,4,2]",0.725029592302355,0.00739126848507693,0.757639801369285,-0.573505453406746,0.149098993416389,0.659211303425378,1.22122364859236,2.32288216236221,10507.2147060871,1.00015750047882,"delta[2,4,2]"
"delta[2,4,3]",-0.742003385334279,0.00979644454651142,1.11017859573963,-3.26173763131155,-1.31805279162844,-0.609809675370655,-0.0412302130454679,1.12937359518875,12842.4750543428,0.999942992537715,"delta[2,4,3]"
"delta[2,5,1]",-0.0557610788208188,0.0261914820397101,3.51593308930894,-7.18670980936443,-1.53623570673867,-0.0190215425531986,1.47920269906229,7.0299200974651,18020.2601306753,1.00009199343817,"delta[2,5,1]"
"delta[2,5,2]",-0.345803197777998,0.00614656166264063,0.715697872493502,-1.8658423413074,-0.775949804763689,-0.291463876107653,0.0791043968147707,1.04712275824203,13557.9793075644,0.999977493230583,"delta[2,5,2]"
"delta[2,5,3]",0.00940086027167297,0.0152489266272213,1.96039886566252,-3.97583890081204,-0.842837508620948,-0.00175809621070006,0.871394441819448,3.97606430051733,16527.6206290368,0.999946120046259,"delta[2,5,3]"
"delta[2,6,1]",0.0108612977592468,0.0274473472546045,3.55287413731285,-7.02559315358622,-1.51220618397805,-0.0168064101850299,1.55120928855653,7.32645019873543,16755.5578454546,0.999985378433629,"delta[2,6,1]"
"delta[2,6,2]",-0.295421118125387,0.00671290950111255,0.690312669308255,-1.75663349806625,-0.697499120414516,-0.239606263064118,0.104437494199677,1.04828014390307,10574.7498660078,0.999918061786703,"delta[2,6,2]"
"delta[2,6,3]",0.00319111831756897,0.0155709835526257,2.04890876974551,-4.08879669978669,-0.865275445485229,0.000550490558134518,0.860197946185753,4.0936854388429,17314.6274188278,1.0000020192286,"delta[2,6,3]"
"delta[2,7,1]",-0.0213035015369193,0.0273052379321586,3.55595536340576,-7.21655780902319,-1.51805188463447,-0.01045716655813,1.48727550338213,7.05096305049438,16959.7978371604,1.00014821357679,"delta[2,7,1]"
"delta[2,7,2]",1.04232096333855,0.0122962880084126,1.10357097833829,-0.554302821983838,0.197155333887509,0.863928616722413,1.67634661265219,3.55655550554586,8054.75783859494,0.999913107860278,"delta[2,7,2]"
"delta[2,7,3]",-0.00200285371613959,0.0148702075624791,2.03155099919535,-4.16679861963577,-0.849016679706996,-0.00745982576742889,0.863820582613546,3.983448344438,18664.7164732657,0.999901766476412,"delta[2,7,3]"
"delta[2,8,1]",0.0421523241001677,0.0271898283985247,3.53134336796764,-7.06012726305776,-1.47692512676253,0.00966528352580633,1.57036637990387,7.2664331235927,16868.1309019903,1.00023154268054,"delta[2,8,1]"
"delta[2,8,2]",0.479619286099661,0.00719939249898974,0.751575013158642,-0.86100618189727,-0.00922381770537992,0.398331425468006,0.926020347791476,2.10658111008235,10898.1545832794,1.00027150595962,"delta[2,8,2]"
"delta[2,8,3]",0.0257234873291162,0.0146949633878863,1.96070842523559,-3.99561786221767,-0.849971680137457,0.011421236751929,0.905480818508414,4.07968405076185,17802.828709768,1.00012527569336,"delta[2,8,3]"
"delta[2,9,1]",-0.0310294929117336,0.0270664983431871,3.54009303781293,-7.13882759752808,-1.50846575225535,-0.0219250145092608,1.4797993788788,6.97107602953776,17106.6592419427,0.99997030637923,"delta[2,9,1]"
"delta[2,9,2]",0.13757276052121,0.0067370562625124,0.703061469195898,-1.23078311722197,-0.253353869976609,0.0896605101604536,0.535832155422856,1.61719696316417,10890.4605524348,1.0004214876614,"delta[2,9,2]"
"delta[2,9,3]",-0.00404580863078649,0.0159101631908255,2.02303323932414,-4.10202856260755,-0.884509967579041,0.00800424616173915,0.851092466803146,4.06522213498468,16168.017421998,0.999943178634576,"delta[2,9,3]"
"delta[2,10,1]",0.00720575172273808,0.0277181387357435,3.48251460529251,-7.07968796990537,-1.54071320014194,0.0119747231436407,1.54986340751716,7.01865632469152,15785.4789925865,0.9999392078898,"delta[2,10,1]"
"delta[2,10,2]",0.200271471012677,0.00632789695396046,0.640282290953081,-1.00246046713555,-0.171288606075621,0.138882366508144,0.566734430184712,1.56828121774277,10238.2135468327,0.999978501586928,"delta[2,10,2]"
"delta[2,10,3]",-0.963804356664192,0.00897247374341525,1.07178382307588,-3.34185442602726,-1.53921058553817,-0.873882804582649,-0.289367573060684,0.894177278430048,14268.8838666775,0.999956747607042,"delta[2,10,3]"
"delta[2,11,1]",0.0161383610303223,0.0260388713604575,3.42486764682975,-7.00360968465457,-1.49675763398492,0.00791380097939189,1.51818908734729,7.15976996531562,17299.8872935187,0.999981363781769,"delta[2,11,1]"
"delta[2,11,2]",0.0694450969225045,0.00522578253794811,0.673482354337236,-1.285319638321,-0.300889422219403,0.0411715493282635,0.441383763142342,1.48281543764877,16609.2405946632,1.00000363824352,"delta[2,11,2]"
"delta[2,11,3]",-0.0023233553341878,0.0149582464299046,1.99779844372418,-4.04434135215062,-0.850339164577453,-0.010679503707114,0.845370557132803,4.08530402310471,17837.8280627148,0.999940285429832,"delta[2,11,3]"
"delta[2,12,1]",-0.000945491045122245,0.0264805400927071,3.51634287558055,-7.23807986972351,-1.4925827839573,0.0216057200019076,1.5017556658178,7.11803073597372,17633.1034315114,1.00021732215519,"delta[2,12,1]"
"delta[2,12,2]",-1.19157424272997,0.011494730767615,1.04213788917162,-3.38109964874165,-1.90080785851321,-1.11675696767511,-0.338462812100935,0.418768759225896,8219.63938904935,1.00033291266285,"delta[2,12,2]"
"delta[2,12,3]",0.000188139556118683,0.0153439540799496,2.04989266792159,-4.10214145177396,-0.864892826917981,0.00609845004496237,0.83828122676884,4.13766712369961,17847.9221886574,0.999930938970929,"delta[2,12,3]"
"delta[2,13,1]",-2.66870697850242,0.0194873802516808,1.9406325088003,-6.80916007900052,-3.79685138252509,-2.58745195292733,-1.38143992175596,0.664483045438762,9916.98566605444,1.00000714579245,"delta[2,13,1]"
"delta[2,13,2]",0.0052401160845678,0.00954186305796166,1.10619475177047,-2.3189717676148,-0.528957949404945,0.00628704491460222,0.54037924292556,2.30942532450551,13439.9244847701,1.00016340092517,"delta[2,13,2]"
"delta[2,13,3]",-0.0256148717465441,0.0168371063043215,2.14949280232806,-4.18280382573525,-0.877968951114363,-0.0155752236026272,0.830067349397904,4.05458467298537,16298.1039186239,1.00000094466455,"delta[2,13,3]"
"delta[2,14,1]",2.52699048037683,0.0287292557890465,2.95285612327302,-1.14053950081767,0.637704789147479,1.88719336715963,3.64417479583223,10.1565143555463,10564.180700608,1.00014510493864,"delta[2,14,1]"
"delta[2,14,2]",-0.26474951991094,0.00627339072982815,0.726145287132247,-1.82301101708578,-0.691628708149334,-0.189362944680037,0.160395963470293,1.11474461017389,13398.0739452961,1.00006190886166,"delta[2,14,2]"
"delta[2,14,3]",-0.426799525779635,0.00874700412082743,1.13026116238008,-2.88175234827495,-1.02476398978797,-0.349304516163737,0.211219563174297,1.70975965252004,16697.0192292155,1.0000108070568,"delta[2,14,3]"
"delta[2,15,1]",0.429583293874025,0.0133400147616622,1.68742803282367,-3.03333615469117,-0.48213600317506,0.372108559901113,1.33030007556807,3.97968072140174,16000.6600760941,0.999979679701057,"delta[2,15,1]"
"delta[2,15,2]",-0.722847910455835,0.007260499080246,0.709524708869025,-2.30775442177161,-1.14625902244577,-0.657420448006993,-0.194224689682688,0.421966894409809,9549.97201273401,1.00013650162288,"delta[2,15,2]"
"delta[2,15,3]",1.12706284015203,0.00931283359673806,1.10647525096322,-0.844487777305667,0.413866325803857,1.04419346507849,1.7593089252521,3.51666097550946,14116.2624006642,1.00014761131488,"delta[2,15,3]"
"tau[1,1]",0.829884168402296,0.00990803015002507,0.727676681616802,0.0613109658357146,0.361223669571851,0.655021581263331,1.07151285401774,2.68778799329501,5393.89238449638,1.00005326833912,"tau[1,1]"
"tau[1,2]",0.993752182062164,0.00505502459734402,0.414237511044152,0.180295261574305,0.738123914444089,0.973093471483617,1.22743475761574,1.91056785889215,6715.09716158264,0.999890400241575,"tau[1,2]"
"tau[1,3]",1.4978227875215,0.00843887759851848,0.834842320545175,0.438787367635879,0.948747542393143,1.3141906307182,1.83744005774034,3.5783627340513,9786.77350850975,1.00009114708591,"tau[1,3]"
"tau[2,1]",2.88940417352558,0.0232810696273998,2.02519742783223,0.450708812714,1.64908859294018,2.43464061567401,3.57324515269189,8.17349098423801,7567.08957360516,1.00006969487922,"tau[2,1]"
